Date,Open,High,Low,Close,Volume
2020-11-09,75268,75469,73763,74566,593735
2020-11-10,71756,72559,71053,71455,1105100
2020-11-11,70550,71954,69748,71354,713843
2020-11-12,72258,73161,71254,71756,555279
2020-11-13,71254,73462,71254,73362,538206
2020-11-16,74463,74564,72156,72659,557987
2020-11-17,71855,73259,71454,72659,452275
2020-11-18,72258,73964,72157,73362,484493
2020-11-19,73763,74566,73362,73362,430120
2020-11-20,73562,73863,72659,73362,267266
2020-11-23,73964,74064,73261,73663,363196
2020-11-24,73562,75670,73562,74867,649755
2020-11-25,75770,75770,73462,73663,703279
2020-11-26,73763,75168,73562,75068,539570
2020-11-27,75369,75770,74465,74867,335836
2020-11-30,74865,75066,73862,73863,544990
2020-12-01,74164,75268,74064,75168,452723
2020-12-02,75369,75369,74465,74867,440500
2020-12-03,74867,75068,74064,75068,464371
2020-12-04,75068,78781,74465,78179,1561745
2020-12-07,79281,79281,76371,77275,894743
2020-12-08,77777,77878,75068,75168,768600
2020-12-09,75267,75868,74866,75268,579905
2020-12-10,74464,75868,73762,74365,818557
2020-12-11,75068,76272,74867,75168,438405
2020-12-14,75567,76471,74766,74967,480288
2020-12-15,74965,75367,74063,74465,393157
2020-12-16,74966,75266,74464,74666,269253
2020-12-17,75066,75066,73963,74064,455131
2020-12-18,74064,74164,73362,73663,427433
2020-12-21,73663,76272,73663,76172,819879
2020-12-22,76270,78177,75368,75469,876516
2020-12-23,76471,77374,75669,75770,629952
2020-12-24,75971,76272,74666,75068,465132
2020-12-28,75168,75670,74164,74867,646464
2020-12-29,76472,77375,75869,77175,857404
2020-12-30,77175,79082,76974,78179,813142
2021-01-04,78680,79583,77375,79483,853740
2021-01-05,78880,79381,77676,78881,748559
2021-01-06,79282,82291,79181,79383,1435715
2021-01-07,80687,80987,78880,80788,775191
2021-01-08,82896,87512,81189,87111,2466715
2021-01-11,88515,92929,86106,90924,3157747
2021-01-12,89518,92327,86909,91827,1577872
2021-01-13,92026,92729,90221,91225,806402
2021-01-14,91123,92929,90321,90623,802076
2021-01-15,90722,92127,87611,87813,995726
2021-01-18,87010,88616,85706,85806,839984
2021-01-19,85906,89218,85906,88315,583997
2021-01-20,89921,90322,87713,89118,596340
2021-01-21,90824,92530,90724,91125,679093
2021-01-22,91525,95539,90823,92931,1162395
2021-01-25,94738,95440,92329,95039,720170
2021-01-26,96143,96143,92430,92530,812266
2021-01-27,92931,95741,92530,93333,719814
2021-01-28,91125,94035,90724,91928,921812
2021-01-29,92329,92430,87512,88516,1070093
2021-02-01,87512,88917,85304,88616,910101
2021-02-02,90322,91727,89017,89419,662905
2021-02-03,90422,92730,89720,92731,758097
2021-02-04,92929,92929,90120,91225,516837
2021-02-05,91727,92530,89820,91326,408416
2021-02-08,91325,92729,90321,91727,516115
2021-02-09,92329,93835,90824,92530,735565
2021-02-10,93533,98449,93533,98250,1814483
